overall,raw_model_output,scaled_curve,shift_value,epsilon_added,raw_sum,adjusted_sum,metric
202,3.9700554668519303,1.3402456419773414,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
203,3.928878000401192,1.3263445969115828,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
204,3.886874334340416,1.312164636239732,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
205,3.843805177823441,1.2976249780894926,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
206,3.799431240004098,1.282644840588566,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
207,3.753513230036224,1.2671434418646548,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
208,3.7058118570736527,1.251040000045461,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
209,3.656087830270219,1.2342537332586871,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
210,3.604101858779758,1.2167038596320354,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
1,60.50915052423118,31.17691139238864,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
2,51.501659100668114,26.535865210990536,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
3,45.65912092476539,23.525538782034577,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
4,42.00988672282364,21.64529669669161,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
5,39.58230722114348,20.394503546132455,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
6,37.56237004750666,19.353745218919645,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
7,35.76661043561943,18.428492793182507,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
8,34.16920052066915,17.605438644442074,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
9,32.74431243784322,16.871275148219382,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
10,31.466118322328985,16.212694680035455,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
11,30.30879030931385,15.61638961541134,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
12,29.246500533985145,15.069052329868041,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
13,28.25342113153027,14.55737519892661,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
14,27.30372423713661,14.06805059810808,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
15,26.371581985991515,13.58777090293347,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
16,25.436154540944443,13.105798534860606,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
17,24.49655417549317,12.621676099094474,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
18,23.556881190797547,12.137516246776848,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
19,22.621235888017427,11.6554316290495,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
20,21.69371856831265,11.177534897054203,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
21,20.778429532843077,10.705938701932734,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
22,19.87946908276856,10.242755694826863,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
23,19.000937519248943,9.790098526878367,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
24,18.14693514344408,9.350079849229019,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
25,17.321562256513825,8.924812313020595,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
26,16.528919159618024,8.516408569394862,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
27,15.773106153916537,8.126981269493603,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
28,15.058223540569198,7.758643064458583,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
29,14.388371620735876,7.413506605431583,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
30,13.767650695576409,7.09368454355437,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
31,13.199035510235303,6.800709595200944,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
32,12.680998585795615,6.533794737674164,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
33,12.210886887325088,6.291573013509129,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
34,11.786047379891423,6.072677465240916,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
35,11.403827028562343,5.875741135404614,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
36,11.061572798405573,5.699397066535314,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
37,10.75663165448882,5.542278301168099,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
38,10.486350561879812,5.403017881838058,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
39,10.248076485646264,5.280248851080276,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
40,10.039156390855895,5.172604251429841,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
41,9.856937242576429,5.078717125421842,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
42,9.698766005875576,4.997220515591363,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
43,9.56198964582106,4.926747464473491,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
44,9.443955127480596,4.865931014603315,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
45,9.342009415921906,4.813404208515919,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
46,9.253499476212708,4.767800088746393,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
47,9.17577227342072,4.727751697829822,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
48,9.106174772613665,4.691892078301296,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
49,9.042053938859254,4.658854272695899,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
50,8.980756737225212,4.627271323548717,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
51,8.920073616532688,4.596004775258854,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
52,8.859568960616583,4.56483017968148,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
53,8.799250637065231,4.53375159053578,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
54,8.739126513466967,4.502773061540939,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
55,8.679204457410112,4.471898646416135,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
56,8.619492336483011,4.441132398880561,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
57,8.559998018273992,4.410478372653397,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
58,8.500729370371392,4.379940621453832,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
59,8.441694260363537,4.349523199001045,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
60,8.382900555838761,4.319230159014222,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
61,8.324356124385403,4.289065555212551,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
62,8.266068833591794,4.259033441315215,0.0,0.0,1940.8321036895127,1940.8321036895127,PS
