overall,expected_draft_value,value_floor_5pct,value_ceiling_95pct,raw_model_output,raw_floor_5pct,raw_ceiling_95pct
202,3.6596598318520024,2.439663153278795,4.823504546904745,2.831510896167955,1.8875887702362109,3.7319877556392473
203,3.6181336793908625,2.388047219573705,4.798848930037129,2.799381747948694,1.8476530698113205,3.7129114887128023
204,3.575686513770118,2.3170665451433217,4.770978092931753,2.766540003773318,1.7927346997164502,3.6913475777005442
205,3.5320690902051415,2.2551509927031668,4.740504400571682,2.732792820766829,1.744830093979409,3.6677698147584765
206,3.487032163911301,2.1896127816291227,4.711114531692543,2.6979473560542284,1.6941226054974532,3.645030615545495
207,3.4403264901039687,2.1240568077606405,4.679064061945902,2.661810766760517,1.6434013737857143,3.62023288611582
208,3.3917028239985116,2.056816237380002,4.64815658218437,2.6241902100106946,1.5913767549836502,3.596319498058226
209,3.340911920810303,1.9728031651112092,4.614318316521367,2.5848928429297637,1.5263751044260767,3.570138535254442
210,3.2877045357547097,1.8960189420739384,4.580715849565086,2.543725822642724,1.4669664778943048,3.5441400119772983
211,3.2318314240471047,1.8342482099201618,4.538235200454234,2.500496306274578,1.4191739208824747,3.5112723613320753
212,3.173043340902858,1.764086613137889,4.496060799374624,2.4550114509503267,1.3648892783448068,3.478641657473504
213,3.1110910415373376,1.6909071251710066,4.452614467897174,2.4070784137949697,1.3082696669397327,3.4450268499151
214,3.0457252811659146,1.5965039185234216,4.408351565403006,2.3565043519335087,1.2352290783229045,3.410780254202178
215,2.97669681500396,1.5111701582782258,4.36378876353364,2.303096422490945,1.169205599899507,3.376301623713445
216,2.9037563982668417,1.4052586812374548,4.315985903975059,2.2466617825922786,1.0872609615863817,3.3393161321849574
217,2.826654786169932,1.3111748975053683,4.272399606255096,2.1870075893625116,1.014467513279658,3.305593031517636
218,2.7451427339286,1.1966659568594717,4.21723812409007,2.123940999926645,0.9258709420012218,3.2629141091654454
219,2.658970996758215,1.0594587593206495,4.167868936792119,2.057269171409679,0.8197125303689475,3.2247167361330002
220,2.567890329874149,0.9164567171709234,4.12094700213858,1.9867992609366154,0.7090705966577727,3.188412823926619
